Index,Sample Name,Sample Type,Dilution Factor,Component Name,Component Type,Mass Info,Component Group Name,Expected RT,Retention Time,Retention Time Delta (min),Area,Height,Height Ratio
746,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m2-1,Qualifiers,261.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
747,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m2-2,Qualifiers,261.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
748,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m3-0,Qualifiers,262.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
749,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m3-1,Qualifiers,262.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
750,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m3-2,Qualifiers,262.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
751,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m3-3,Qualifiers,262.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
752,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m4-1,Qualifiers,263.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
753,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m4-2,Qualifiers,263.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
754,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m4-3,Qualifiers,263.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
755,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m5-2,Qualifiers,264.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
756,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m5-3,Qualifiers,264.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
757,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,f6p_m6-3,Qualifiers,265.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
758,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m0-0,Quantifiers,339.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
759,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m1-0,Qualifiers,340.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
760,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m2-0,Qualifiers,341.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
761,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m3-0,Qualifiers,342.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
762,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m4-0,Qualifiers,343.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
763,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m5-0,Qualifiers,344.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
764,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,fdp_m6-0,Qualifiers,345.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
765,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g3p_m0-0,Quantifiers,169.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
766,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g3p_m1-0,Qualifiers,170.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
767,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g3p_m2-0,Qualifiers,171.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
768,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g3p_m3-0,Qualifiers,172.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
769,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m0-0,Quantifiers,259.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
770,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m1-0,Qualifiers,260.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
771,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m1-1,Qualifiers,260.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
772,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m2-0,Qualifiers,261.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
773,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m2-1,Qualifiers,261.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
774,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m2-2,Qualifiers,261.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
775,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m3-1,Qualifiers,262.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
776,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m3-2,Qualifiers,262.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
777,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m3-3,Qualifiers,262.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
778,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m4-2,Qualifiers,263.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
779,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m4-3,Qualifiers,263.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
780,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m4-4,Qualifiers,263.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
781,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m5-3,Qualifiers,264.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
782,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m5-4,Qualifiers,264.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
783,HEK_Wt_QC1_10x_split1_inj1,Unknown,1,g6p_m6-4,Qualifiers,265.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
784,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,23dpg_m0-0,Quantifiers,265.0 / 166.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
785,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,23dpg_m1-1,Qualifiers,266.0 / 167.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
786,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,23dpg_m2-2,Qualifiers,267.0 / 168.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
787,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,23dpg_m3-3,Qualifiers,268.0 / 170.0,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
788,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m0-0,Quantifiers,173.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
789,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m1-0,Qualifiers,174.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
790,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m1-1,Qualifiers,174.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
791,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m2-1,Qualifiers,175.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
792,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m2-2,Qualifiers,175.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
793,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m3-2,Qualifiers,176.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
794,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m3-3,Qualifiers,176.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
795,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m4-3,Qualifiers,177.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
796,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m4-4,Qualifiers,177.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
797,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m5-4,Qualifiers,178.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
798,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m5-5,Qualifiers,178.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
799,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,acon-C_m6-5,Qualifiers,179.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
800,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m0-0,Quantifiers,145.1 / 101.0,akg,12.8,12.91129594,0.111295942,4050284.673,1027273.471,N/A
801,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m1-0,Qualifiers,146.1 / 101.0,akg,12.8,12.92216121,0.122161207,51789.98107,12590.8,N/A
802,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m1-1,Qualifiers,146.1 / 102.0,akg,12.8,12.92737375,0.127373747,177719.126,44475.10291,N/A
803,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m2-1,Qualifiers,147.1 / 102.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
804,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m2-2,Qualifiers,147.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
805,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m3-2,Qualifiers,148.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
806,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m3-3,Qualifiers,148.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
807,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m4-3,Qualifiers,149.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
808,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m4-4,Qualifiers,149.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
809,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,akg_m5-4,Qualifiers,150.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
810,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m0-0,Quantifiers,191.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
811,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m1-0,Qualifiers,192.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
812,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m1-1,Qualifiers,192.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
813,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m2-0,Qualifiers,193.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
814,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m2-1,Qualifiers,193.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
815,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m2-2,Qualifiers,193.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
816,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m3-1,Qualifiers,194.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
817,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m3-2,Qualifiers,194.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
818,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m3-3,Qualifiers,194.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
819,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m4-2,Qualifiers,195.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
820,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m4-3,Qualifiers,195.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
821,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m4-4,Qualifiers,195.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
822,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m5-3,Qualifiers,196.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
823,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m5-4,Qualifiers,196.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
824,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,cit_m6-4,Qualifiers,197.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
825,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,dhap_m0-0,Quantifiers,169.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
826,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,dhap_m1-0,Qualifiers,170.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
827,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,dhap_m2-0,Qualifiers,171.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
828,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,dhap_m3-0,Qualifiers,172.0 / 97.0,dhap,8.9,N/A,N/A,N/A,N/A,N/A
829,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m0-0,Quantifiers,259.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
830,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m1-0,Qualifiers,260.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
831,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m1-1,Qualifiers,260.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
832,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m2-0,Qualifiers,261.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
833,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m2-1,Qualifiers,261.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
834,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m2-2,Qualifiers,261.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
835,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m3-0,Qualifiers,262.0 / 169.0,f6p,6,N/A,N/A,N/A,N/A,N/A
836,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m3-1,Qualifiers,262.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
837,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m3-2,Qualifiers,262.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
838,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m3-3,Qualifiers,262.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
839,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m4-1,Qualifiers,263.0 / 170.0,f6p,6,N/A,N/A,N/A,N/A,N/A
840,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m4-2,Qualifiers,263.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
841,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m4-3,Qualifiers,263.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
842,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m5-2,Qualifiers,264.0 / 171.0,f6p,6,N/A,N/A,N/A,N/A,N/A
843,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m5-3,Qualifiers,264.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
844,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,f6p_m6-3,Qualifiers,265.0 / 172.0,f6p,6,N/A,N/A,N/A,N/A,N/A
845,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m0-0,Quantifiers,339.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
846,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m1-0,Qualifiers,340.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
847,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m2-0,Qualifiers,341.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
848,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m3-0,Qualifiers,342.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
849,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m4-0,Qualifiers,343.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
850,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m5-0,Qualifiers,344.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
851,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,fdp_m6-0,Qualifiers,345.0 / 78.9,fdp,14.6,N/A,N/A,N/A,N/A,N/A
852,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g3p_m0-0,Quantifiers,169.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
853,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g3p_m1-0,Qualifiers,170.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
854,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g3p_m2-0,Qualifiers,171.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
855,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g3p_m3-0,Qualifiers,172.0 / 97.0,g3p,6.3,N/A,N/A,N/A,N/A,N/A
856,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m0-0,Quantifiers,259.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
857,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m1-0,Qualifiers,260.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
858,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m1-1,Qualifiers,260.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
859,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m2-0,Qualifiers,261.0 / 199.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
860,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m2-1,Qualifiers,261.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
861,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m2-2,Qualifiers,261.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
862,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m3-1,Qualifiers,262.0 / 200.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
863,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m3-2,Qualifiers,262.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
864,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m3-3,Qualifiers,262.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
865,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m4-2,Qualifiers,263.0 / 201.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
866,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m4-3,Qualifiers,263.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
867,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m4-4,Qualifiers,263.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
868,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m5-3,Qualifiers,264.0 / 202.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
869,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m5-4,Qualifiers,264.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
870,HEK_Wt_QC1_10x_split1_inj2,Unknown,1,g6p_m6-4,Qualifiers,265.0 / 203.0,g6p,5.6,N/A,N/A,N/A,N/A,N/A
871,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,23dpg_m0-0,Quantifiers,265.0 / 166.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
872,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,23dpg_m1-1,Qualifiers,266.0 / 167.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
873,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,23dpg_m2-2,Qualifiers,267.0 / 168.8,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
874,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,23dpg_m3-3,Qualifiers,268.0 / 170.0,23dpg,15.5,N/A,N/A,N/A,N/A,N/A
875,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m0-0,Quantifiers,173.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
876,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m1-0,Qualifiers,174.0 / 129.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
877,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m1-1,Qualifiers,174.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
878,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m2-1,Qualifiers,175.0 / 130.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
879,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m2-2,Qualifiers,175.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
880,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m3-2,Qualifiers,176.0 / 131.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
881,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m3-3,Qualifiers,176.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
882,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m4-3,Qualifiers,177.0 / 132.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
883,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m4-4,Qualifiers,177.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
884,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m5-4,Qualifiers,178.0 / 133.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
885,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m5-5,Qualifiers,178.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
886,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,acon-C_m6-5,Qualifiers,179.0 / 134.0,acon-C,14.1,N/A,N/A,N/A,N/A,N/A
887,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m0-0,Quantifiers,145.1 / 101.0,akg,12.8,12.90540144,0.10540144,3515606.699,926272.3333,N/A
888,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m1-0,Qualifiers,146.1 / 101.0,akg,12.8,12.90178282,0.101782818,40435.51076,10494.25714,N/A
889,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m1-1,Qualifiers,146.1 / 102.0,akg,12.8,12.90639689,0.10639689,176207.426,42996.85113,N/A
890,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m2-1,Qualifiers,147.1 / 102.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
891,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m2-2,Qualifiers,147.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
892,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m3-2,Qualifiers,148.1 / 103.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
893,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m3-3,Qualifiers,148.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
894,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m4-3,Qualifiers,149.1 / 104.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
895,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m4-4,Qualifiers,149.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
896,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,akg_m5-4,Qualifiers,150.1 / 105.0,akg,12.8,N/A,N/A,N/A,N/A,N/A
897,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m0-0,Quantifiers,191.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
898,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m1-0,Qualifiers,192.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
899,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m1-1,Qualifiers,192.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
900,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m2-0,Qualifiers,193.0 / 111.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
901,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m2-1,Qualifiers,193.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
902,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m2-2,Qualifiers,193.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
903,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m3-1,Qualifiers,194.0 / 112.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
904,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m3-2,Qualifiers,194.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
905,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m3-3,Qualifiers,194.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
906,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m4-2,Qualifiers,195.0 / 113.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
907,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m4-3,Qualifiers,195.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
908,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m4-4,Qualifiers,195.0 / 115.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
909,HEK_Wt_QC2_10x_split1_inj1,Unknown,1,cit_m5-3,Qualifiers,196.0 / 114.0,cit,14.6,N/A,N/A,N/A,N/A,N/A
